Age,Gender,Department,JobSatisfaction,Salary,YearsAtCompany,WorkLifeBalance,PerformanceRating,Overtime,Attrition
0.811544214214574,0,0,-1.4357842841438186,-0.8122113715534633,1.2474828019388717,-0.424688542377176,0.4540175578619386,0,0
-0.4434672735799736,1,2,1.3671132934917474,-0.711235653062084,-0.43275443503356836,1.3748391795600106,0.4540175578619386,1,0
-1.0709730174772474,1,2,-0.7350598897349272,-0.5435785760807422,1.6208688545994139,-1.3244524033457692,-1.333453142381914,0,0
0.09439479261768965,1,0,-0.03433549532603564,0.8050023079794165,0.8740967492783294,1.3748391795600106,-0.43971779225998775,0,1
-0.08489256278153143,1,2,0.6663888990828559,-1.0592146874702297,-0.24606140870329726,-1.3244524033457692,-1.333453142381914,0,0
0.27368214801691076,0,1,0.6663888990828559,1.7134404493295132,-0.05936838237302614,1.3748391795600106,-0.43971779225998775,1,1
-0.8020419843784158,0,1,-0.7350598897349272,1.6081159465887886,0.3140176702875161,-1.3244524033457692,-1.333453142381914,0,0
-0.8020419843784158,0,2,1.3671132934917474,-1.4168449711335016,-1.739605619345466,0.4750753185914173,1.3477529079838648,0,0
0.3633258257165213,1,3,0.6663888990828559,1.5783611069880044,-0.24606140870329726,-0.424688542377176,-1.333453142381914,0,0
1.4390499581118479,0,0,-0.7350598897349272,-0.6572191750175834,0.8740967492783294,-1.3244524033457692,-1.333453142381914,0,0
0.3633258257165213,1,1,-1.4357842841438186,-1.4959241794571243,-1.739605619345466,1.3748391795600106,0.4540175578619386,0,0
-1.5191914059753002,0,3,1.3671132934917474,-0.5901944914553041,0.3140176702875161,-1.3244524033457692,-0.43971779225998775,0,0
0.1840384703173002,1,2,-0.03433549532603564,-1.5887363906734167,-1.366219566684924,-1.3244524033457692,1.3477529079838648,1,1
-1.6088350836749108,1,3,0.6663888990828559,-0.9910837342304855,0.12732464395724497,-1.3244524033457692,-0.43971779225998775,0,0
0.3633258257165213,0,4,-0.7350598897349272,-1.1164736800866106,-1.552912593015195,1.3748391795600106,1.3477529079838648,1,1
0.9011878919141846,0,1,-1.4357842841438186,0.5058135810705054,1.0607897756086004,-0.424688542377176,-1.333453142381914,0,0
